"ID_place","Author","Project","Year","Status","Public","Latitude","Longitude","Country","Name_mod","Name_hist","Hydro_type","Hydro_name_mod","Hydro_name_hist","Locat_secure","Locat_text","Locat_precision","Source_hist","Source_feature_arch","Source_find_arch","Source_other","Place_type_general","Place_technique","Place_topography","Place_infrastructure","Place_function","Place_goods_finds","Actors_Activity","Place_hierarchy","Place_secure_info","Date_min","Date_max","Date_pre_1_cent_BC","Date_1_cent_BC","Date_1_cent_AD","Date_2_cent_AD","Date_3_cent_AD","Date_4_cent_AD","Date_5_cent_AD","Date_6_cent_AD","Date_7_cent_AD","Date_8_cent_AD","Date_9_cent_AD","Date_10_cent_AD","Date_11_cent_AD","Date_12_cent_AD","Date_13_cent_AD","Date_14_cent_AD","Date_15_cent_AD","Date_16_cent_AD","Date_17_cent_AD","Date_18_cent_AD","Date_19_cent_AD","Date_20_cent_AD","Date_secure","Date_text","Ref_hist","Ref_mod","Comments"
3230,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",61.15,10.7,"Sweden","Jusjön, Hil",,"lake","Sjusjön",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,771,941,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,,,"reliable","Dated via radiocarbon dating (1165±70 BP)",,"Lanting 1998, 632",
3231,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",55.404,12.966,"Sweden","Kämpinge",,"sea","Baltic Sea",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Nilsson u.a. 2004",
3232,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",57.793,11.849,"Sweden","Kvillehed",,"river","Kvillebäcken",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-325,-53,"yes","assumed",,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2135 +/- 105 BP)",,"Hirte 1987, S. 331f.; Lanting 1998, 632",
3233,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",59.349,17.916,"Sweden","Kyrksjön",,"lake","Kyrksjön",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1295,1381,,,,,,,,,,,,,,,"assumed","yes",,,,,,,"reliable","Dated via radiocarbon dating (635±55 BP)",,"Lanting 1998, 632",
3234,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",63.694,18.865,"Sweden","Langvattnets",,"lake","Ökvatten",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1323,1443,,,,,,,,,,,,,,,,"yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (525 +/- 80 BP)",,"Hirte 1987, S. 332; Lanting 1998, 632",
3235,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",57.733,11.834,"Sweden","Lassby, Björlanda",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-371,-139,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2215 +/- 100 BP)",,"Hirte 1987, S. 333; Lanting 1998, 632",
3236,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",65.857,22.288,"Sweden","Lassby, Ranea I",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1662,1662,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (250 BP)",,"Hirte 1987, S. 334; Lanting 1998, 632",
3237,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",65.857,22.288,"Sweden","Lassby, Ranea II",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1662,1662,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (250 BP)",,"Hirte 1987, S. 334f.; Lanting 1998, 632",
3238,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",58.681,13.164,"Sweden","Lindholmsund",,"lake","Vänern",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,398,398,,,,,,"yes","yes",,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1655 BP)",,"Hirte 1987, S. 335; Lanting 1998, 632",
3239,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",56.074,14.722,"Sweden","Lörby",,"sea","Baltic Sea",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1489,1653,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,,"reliable","Dated via radiocarbon dating (315 +/- 80 BP)",,"Hirte 1987, S. 335; Lanting 1998, 632",
3240,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.535,18.073,"Sweden","Lövsätra",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,91,315,,,"assumed","yes","yes","assumed",,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1820 +/- 95 BP)",,"Hirte 1987, S. 336; Lanting 1998, 632",
3241,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",61.81,17.206,"Sweden","Malsta",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1000,1000,,,,,,,,,,,,"assumed","assumed",,,,,,,,,,"uncertain","Presumably dated via radiocarbon dating around 1000 AD",,"Hirte 1987, S. 336",
3242,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",58.71,14.118,"Sweden","Manserudssjö I",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1662,1662,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (250 BP)",,"Hirte 1987, S. 336f.; Lanting 1998, 632",
3243,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",58.71,14.118,"Sweden","Manserudssjö II",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1662,1662,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (250 BP)",,"Hirte 1987, S. 336f.; Lanting 1998, 632",
3244,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",56.413,15.481,"Sweden","Möllekulla",,"lake","Västra Älten",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1644,1644,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (265 BP)",,"Hirte 1987, S. 337; Lanting 1998, 632",
3245,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.126,15.138,"Sweden","Mosjö",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,753,963,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,,,"reliable","Dated via radiocarbon dating (1155 +/- 95 BP)",,"Hirte 1987, S. 337ff.; Lanting 1998, 632",
3246,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.008,17.805,"Sweden","Nyboholm",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1011,1177,,,,,,,,,,,,,"yes","assumed",,,,,,,,,"reliable","Dated via radiocarbon dating (945 +/- 90 BP)",,"Hirte 1987, S. 339; Lanting 1998, 632",
3247,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",64.748,20.953,"Sweden","Nyland",,"river","Västra Lillträsk",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1237,1289,,,,,,,,,,,,,,,"yes",,,,,,,,"reliable","Dated via radiocarbon dating (730 +/- 45 BP)",,"Hirte 1987, S. 339f.; Lanting 1998, 632",
3248,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",63.55,18.601,"Sweden","Örnsköldsvik",,"river","Bergvattssjö",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1511,1775,,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,"reliable","Dated via radiocarbon dating (280 +/- 80 BP)",,"Hirte 1987, S. 340; Lanting 1998, 632",
3249,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",55.3,14.662,"Sweden","Ostee vor Bornholm",,"sea","Baltic Sea",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1200,1414,,,,,,,,,,,,,,,"yes","yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (650 +/- 150 BP)",,"Hirte 1987, S. 348",
3250,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",57.682,16.522,"Sweden","Østerdal",,"sea","Silkos",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Brøgger/Shetelig 1951, 25",
3251,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.682,18.674,"Sweden","Penningby",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,894,1026,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,,"reliable","Dated via radiocarbon dating (1060 +/- 70 BP)",,"Hirte 1987, S. 340; Lanting 1998, 632",
3252,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",58.581,13.08,"Sweden","Persgarden",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1054,1054,,,,,,,,,,,,,"yes",,,,,,,,,,"highly reliable","Dated via dendrochronology after 1054d",,"Hirte 1987, S. 341",
3253,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2017,1,"open",57.795,14.263,"Sweden","Rumlaborg, Huskvarna",,"lake","Vättern",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1303,1403,,,,,,,,,,,,,,,,"yes","assumed",,,,,,"reliable","Dated via radiocarbon dating (590±80 BP)",,"Lanting 1998, 632",
3254,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.559,17.825,"Sweden","Runsa",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,616,952,,,,,,,,,"assumed","yes","yes","assumed",,,,,,,,,,,"reliable","Dated via radiocarbon dating (1260 +/- 180 BP)",,"Hirte 1987, S. 341f.; Lanting 1998, 632",
3255,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",56.046,13.379,"Sweden","Ruttenkalv",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987, S. 342f.",
3256,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",60.347,15.749,"Sweden","Säter-Lertjärn",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987, S. 343",
3257,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",56.955,13.531,"Sweden","Sjättesjö",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1662,1662,,,,,,,,,,,,,,,,,,,"yes",,,,"reliable","Dated via radiocarbon dating (250 BP)",,"Hirte 1987, S. 343; Lanting 1998, 632",
3258,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",57.766,11.832,"Sweden","Skäggered",,"river","Syrhaldal",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-743,-469,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2485 +/- 100 BP)",,"Hirte 1987, S. 343f.; Lanting 1998, 632",
3259,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.829,15.688,"Sweden","Skärsjö I",,"lake","Skärsjön",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1363,1363,,,,,,,,,,,,,,,,"yes",,,,,,,"reliable","Dated via radiocarbon dating (565 BP)",,"Hirte 1987, S. 344; Lanting 1998, 632",
3260,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.829,15.688,"Sweden","Skärsjö II",,"lake","Skärsjön",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,986,986,,,,,,,,,,,,"yes",,,,,,,,,,,"reliable","Dated via radiocarbon dating (1065 BP)",,"Hirte 1987, S. 344; Lanting 1998, 632",
3261,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",60.076,17.743,"Sweden","Skyttorp",,"lake","Örsmosse",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1002,1144,,,,,,,,,,,,,"yes","assumed",,,,,,,,,"reliable","Dated via radiocarbon dating (975 +/- 70 BP)",,"Hirte 1987, S. 345; Lanting 1998, 632",
3262,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.308,18.157,"Sweden","Söderbysjö",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,998,1152,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,"reliable","Dated via radiocarbon dating (970 +/- 80 BP)",,"Hirte 1987, S. 345; Lanting 1998, 632",
3263,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.325,18.071,"Sweden","Stockholm (Museumsstück ohne Fundangabe)",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,980,980,,,,,,,,,,,,"yes",,,,,,,,,,,"uncertain","Presumably dated via radiocarbon dating around 980 AD",,"Hirte 1987, S. 349",
3264,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",56.42,14.402,"Sweden","Tosthult",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Hirte 1987, S. 345f.",
3265,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.775,17.544,"Sweden","Tuna",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,498,498,,,,,,,"yes","yes",,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (1545 BP)",,"Hirte 1987, S. 346; Lanting 1998, 632",
3266,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",63.382,17.869,"Sweden","Uvsjö",,"lake","Uvsjö",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1188,1362,,,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,"reliable","Dated via radiocarbon dating (720 +/- 100 BP)",,"Hirte 1987, S. 347; Lanting 1998, 632",
3267,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",57.646,11.929,"Sweden","Västra Frölunda",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-65,-65,,"yes",,,,,,,,,,,,,,,,,,,,,"uncertain","Presumably dated via radiocarbon dating around 65 BC",,"Hirte 1987, S. 347; Lanting 1998, 632",
3268,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",59.407,18.457,"Sweden","Vreta",,"lake","Unknown",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,921,1129,,,,,,,,,,,,"assumed","yes","assumed",,,,,,,,,"reliable","Dated via radiocarbon dating (1010 +/- 90 BP)",,"Hirte 1987, S. 347; Lanting 1998, 632",
3269,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",59.408,18.455,"Sweden","Vreta gård",,"sea","Baltic Sea",,"uncertain",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,1504,1792,,,,,,,,,,,,,,,,,,"assumed","yes","assumed",,,"reliable","Dated via radiocarbon dating (285 +/- 100 BP)",,"Ellmers 1972, S. 323; Hirte 1987, S. 347f.; Lanting 1998, 632",
3270,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.124,8.615,"Switzerland","Aegeri 1",,"lake","Ägerisee",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1800,1996,,,,,,,,,,,,,,,,,,,,,"yes","yes","uncertain","unknown",,"Arnold 1996, S. 44",
3271,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.124,8.615,"Switzerland","Aegeri 2",,"lake","Ägerisee",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1800,1996,,,,,,,,,,,,,,,,,,,,,"yes","yes","uncertain","unknown",,"Arnold 1996, S. 44",
3272,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.124,8.616,"Switzerland","Aegeri 3",,"lake","Ägerisee",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1800,1996,,,,,,,,,,,,,,,,,,,,,"yes","yes","uncertain","unknown",,"Arnold 1996, S. 44",
3273,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.124,8.616,"Switzerland","Aegeri 4",,"lake","Ägerisee",,"uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1800,1996,,,,,,,,,,,,,,,,,,,,,"yes","yes","uncertain","unknown",,"Arnold 1996, S. 44",
3274,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.87,6.875,"Switzerland","Autavaux-La Crasaz 1871",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 46",
3275,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.87,6.875,"Switzerland","Autavaux-La Crasaz 1879",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 46",
3276,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.972,6.884,"Switzerland","Auvernier 1859",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 47",
3277,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.974,6.884,"Switzerland","Auvernier I",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-3800,-3800,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Hirte 1987, S. 379; Arnold 1996, S. 47",
3278,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.974,6.884,"Switzerland","Auvernier II",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-880,-850,"yes",,,,,,,,,,,,,,,,,,,,,,"uncertain","Dated by the archaeological record",,"Hirte 1987, S. 379f.; Arnold 1996, S. 47",
3279,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",46.9,7.05,"Switzerland","Avenches 1, Waadt",,"lake","Murtensee",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,45,45,,,"yes",,,,,,,,,,,,,,,,,,,,"reliable","Presumably dated via dendrochronology",,"Bockius 2003a, S. 487; Parker 1992, S. 61; Arnold 1989; Arnold 2009a; Bonnet 1982; Bögli 1974","The find was located in the area of an old canal."
3280,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",46.9,7.05,"Switzerland","Avenches 2, Waadt",,"lake","Murtensee",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,125,125,,,,"yes",,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Bockius 2003a, S. 487; Parker 1992, S. 61; Arnold 1989; Arnold 2009a; Bonnet 1982; Bögli 1974","The find was located in the area of an old canal."
3281,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",46.9,7.05,"Switzerland","Avenches 3, Waadt",,"lake","Murtensee",,"reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,-50,5,,"yes","assumed",,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Bockius 2003a, S. 487; Parker 1992, S. 61; Arnold 1989; Arnold 2009a; Bonnet 1982; Bögli 1974","The find was located in the area of an old canal."
3282,"L. Kröger/M. Foucher","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.269,8.214,"Switzerland","Beinwil am See",,"lake","Hallwiler See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,1428,1450,,,,,,,,,,,,,,,,,"yes",,,,,,"reliable","Dated via radiocarbon dating (450 +/- 30 BP)",,"Hirte 1987, S. 380f.; Arnold 1996, S. 49; Lanting 1998, 638; Billaud 2003, p. 12",
3283,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.948,7.45,"Switzerland","Bern (Museumsstück ohne Fundangabe)",,"lake","Unknown",,"very uncertain",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 87",
3284,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.946,7.426,"Switzerland","Berne-Mattenhof",,"lake","Unknown",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 50",
3285,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.92,6.822,"Switzerland","Bevaix 1878",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 50",
3286,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.925,6.838,"Switzerland","Bevaix 1918",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 51",
3287,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.925,6.83,"Switzerland","Bevaix 1923",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 52",
3288,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.925,6.834,"Switzerland","Bevaix 1980-2",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-881,-787,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2645 +/- 60 BP)",,"Arnold 1996, S. 53",
3289,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.923,6.832,"Switzerland","Bevaix 1987",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1600,-1300,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Arnold 1996, S. 53",
3290,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.923,6.827,"Switzerland","Bevaix 1990-1",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 54",
3291,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.923,6.827,"Switzerland","Bevaix 1990-2",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1300,-800,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated by the archaeological record",,"Arnold 1996, S. 54",
3292,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.924,6.827,"Switzerland","Bevaix 1990-3",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1624,-1478,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (3265 +/- 65 BP)",,"Arnold 1996, S. 54f.",
3293,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.924,6.827,"Switzerland","Bevaix 1990-4",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-3350,-3130,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (4540 +/- 65 BP)",,"Arnold 1996, S. 55",
3294,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.923,6.837,"Switzerland","Bevaix I",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-1253,-955,"yes",,,,,,,,,,,,,,,,,,,,,,"reliable","Dated via radiocarbon dating (2890 +/- 110 BP)",,"Hirte 1987, S. 381f.; Arnold 1996, S. 50f.",
3295,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",46.924,6.837,"Switzerland","Bevaix II",,"lake","Neuburger See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-981,-981,"yes",,,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Hirte 1987, S. 383f.; Arnold 1996, S. 53",
3296,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",46.921,6.823,"Switzerland","Bevaix NE 1977, Neuenburg",,"lake","Neuburgersee",,"highly reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,-39,-39,,"yes",,,,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Arnold 1980; Hirte 1987, S. 382f.; Arnold 1996, S. 52",
3297,"L. Kröger/M. Foucher","SPP-Im Netzwerk fluvialer Häfen",2014,1,"open",46.921,6.823,"Switzerland","Bevaix, Neuenburg",,"lake","Neuburgersee",,"highly reliable",,,"no","yes","yes",,"vessel","flat-bottomed vessel",,,,,,,,182,182,,,,"yes",,,,,,,,,,,,,,,,,,,"highly reliable","Dated via dendrochronology",,"Bockius 2003a, S. 487; Arnold 1975; Arnold 1980; Arnold 1989; Arnold 1991; Arnold 2004; Hakelberg 2003, S. 194; Egloff 1974; Arnold 2011a; Arnold 2011b",
3298,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.13,7.221,"Switzerland","Bienne-Vigneule 1874-1",,"lake","Bieler See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 56",
3299,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.13,7.221,"Switzerland","Bienne-Vigneule 1874-2",,"lake","Bieler See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 56",
3300,"L. Kröger","SPP-Im Netzwerk fluvialer Häfen",2016,1,"open",47.129,7.223,"Switzerland","Bienne-Vigneule 1898",,"lake","Bieler See",,"reliable",,,"no","yes","yes",,"vessel","logboat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very uncertain","Not dated",,"Arnold 1996, S. 56",
